2022-09-30 00:00:00+12,snf.billing,en,ocpp-chargers.item,OCPP Chargers
2022-09-30 00:00:00+12,snf.billing,en,ocpp-chargers.unit,Each
2022-09-30 00:00:00+12,snf.billing,en,oscp-cap-groups.item,OSCP Capacity Groups
2022-09-30 00:00:00+12,snf.billing,en,oscp-cap-groups.unit,Each
